total_commits,issues_count,pull_requests,size,team_size,commit_frequency,Effort_pm,language
320,5,32,16.0,3,2.335766423357664,1.326449972982379,PHP
53,5,5,2.65,1,0.35333333333333333,0.33688326520694795,C++
71,0,7,3.55,1,0.46405228758169936,0.1,C++
35,0,3,1.75,1,0.10115606936416185,0.242930522174301,PHP
294,3,29,14.7,9,5.547169811320755,1.5430540401393207,Java
1086,2,108,54.3,6,6.502994011976048,6.757533289948705,Go
670,4,67,33.5,6,1.930835734870317,3.677031513883967,Python
65,0,6,3.25,1,0.18005540166204986,0.10155374107903209,Python
60,1,6,3.0,1,0.18691588785046728,0.20539894385133523,C++
258,5,25,12.9,3,1.015748031496063,0.8073157368960877,Java
272,3,27,13.6,2,0.8526645768025078,1.2422314082654646,Ruby
1588,22,158,79.4,8,20.10126582278481,8.4559943170112,Rust
140,5,14,7.0,1,0.7446808510638298,1.9719553258904243,Go
140,2,14,7.0,3,1.5053763440860215,0.7147463202636397,Go
1773,3,177,88.65,3,5.2925373134328355,9.800402535160055,JavaScript
151,1,15,7.55,7,0.5992063492063492,1.2972548247587374,Python
120,2,12,6.0,5,2.5,1.0828035791404225,TypeScript
602,4,60,30.1,3,3.8838709677419354,2.7335413754817166,JavaScript
1173,1,117,58.65,4,12.21875,6.526364682380466,TypeScript
345,1,34,17.25,3,1.2825278810408922,1.5358183551554845,Kotlin
53,5,5,2.65,1,0.18027210884353742,0.878375443271562,JavaScript
630,7,63,31.5,2,1.836734693877551,3.3631687030285837,Python
152,1,15,7.6,3,1.876543209876543,1.0476047434317315,JavaScript
147,5,14,7.35,2,0.4651898734177215,1.4854504031679112,JavaScript
326,9,32,16.3,1,1.0415335463258786,1.344621749035062,C++
934,0,93,46.7,6,3.3597122302158273,4.580647292780592,Go
243,1,24,12.15,1,8.1,1.1660037158913932,PHP
74,6,7,3.7,1,0.7184466019417476,0.1,C++
640,0,64,32.0,4,1.9161676646706587,3.2881978428062006,TypeScript
99,8,9,4.95,1,0.66,0.6793194495757495,PHP
177,5,17,8.85,4,0.6254416961130742,1.3660564559986317,Python
1209,14,120,60.45,6,5.571428571428571,5.999082800665027,Python
126,6,12,6.3,6,0.4581818181818182,1.2034241606835114,Python
1922,13,192,96.1,10,15.015625,10.520350261301372,C#
57,3,5,2.85,1,0.4253731343283582,0.4477481803435956,Java
89,2,8,4.45,1,0.31899641577060933,0.3209548695012663,Python
689,4,68,34.45,4,16.804878048780488,3.7767831922332964,Java
124,2,12,6.2,1,2.175438596491228,0.5186155851149231,Python
178,3,17,8.9,4,1.7281553398058251,1.7742157247150447,C++
140,4,14,7.0,1,0.5691056910569106,1.5991041321722985,Java
487,12,48,24.35,4,9.18867924528302,3.083831050914553,TypeScript
424,6,42,21.2,1,11.157894736842104,2.1738939775632335,JavaScript
1596,9,159,79.8,7,7.1891891891891895,8.694177459304179,Rust
263,16,26,13.15,2,0.8855218855218855,1.7229925811072884,TypeScript
42,2,4,2.1,1,0.14583333333333334,0.1,Python
232,3,23,11.6,3,0.8923076923076924,1.017686557212177,Python
81,1,8,4.05,3,0.24397590361445784,0.6609397033021989,Dart
24,0,2,1.2,1,0.08304498269896193,0.1,C
545,9,54,27.25,2,2.5586854460093895,2.6051637560040346,C++
101,6,10,5.05,1,0.753731343283582,0.8715464201041315,JavaScript
56,6,5,2.8,1,0.3236994219653179,0.1,Dart
160,8,16,8.0,2,0.8333333333333334,0.6347889991038775,Ruby
174,2,17,8.7,2,2.5970149253731343,1.7987932214187603,C#
275,1,27,13.75,1,2.8645833333333335,2.1235259966751694,Java
258,2,25,12.9,4,14.333333333333334,1.4305954738218636,JavaScript
301,4,30,15.05,3,1.9673202614379084,1.8437950786258175,Python
887,1,88,44.35,8,3.548,5.089721609960618,C
694,1,69,34.7,4,5.783333333333333,4.02720808514962,Java
304,7,30,15.2,4,1.9487179487179487,1.8674789128491402,JavaScript
274,10,27,13.7,4,1.057915057915058,1.6271867741835813,JavaScript
130,9,13,6.5,1,0.8074534161490683,1.3292858026094145,Go
127,14,12,6.35,8,0.5990566037735849,0.8458793099043325,Python
402,0,40,20.1,3,20.1,1.3235572493092531,Kotlin
322,1,32,16.1,9,1.3416666666666666,1.5872819497185713,Ruby
797,1,79,39.85,5,2.538216560509554,4.152770466495247,C#
666,2,66,33.3,7,2.611764705882353,2.797750049500146,TypeScript
162,2,16,8.1,4,1.588235294117647,1.077290298092022,Rust
256,4,25,12.8,1,1.248780487804878,0.7528473380390248,Go
16,1,1,0.8,2,0.4444444444444444,0.1,Rust
1278,29,127,63.9,3,5.153225806451613,7.073271402169,Python
105,10,10,5.25,5,0.5737704918032787,0.4120327957027238,TypeScript
201,4,20,10.05,4,0.6568627450980392,1.5458704436684956,Python
324,2,32,16.2,3,2.050632911392405,1.9642406431131936,Java
805,1,80,40.25,3,2.3401162790697674,4.892470476392383,JavaScript
22,20,2,1.1,1,0.6111111111111112,0.5392310605834476,Python
138,9,13,6.9,3,0.8903225806451613,1.266635792550466,Python
1651,2,165,82.55,6,47.17142857142857,9.729990311771518,Go
105,8,10,5.25,3,0.4375,0.9225928270152082,Python
101,13,10,5.05,1,0.30149253731343284,0.3906524472294746,C
1236,6,123,61.8,4,3.8625,7.229679218465279,Go
822,6,82,41.1,4,7.682242990654205,5.01468364412197,TypeScript
515,3,51,25.75,2,1.645367412140575,3.2236571517489208,Go
63,15,6,3.15,1,0.19148936170212766,0.8096676368046977,Python
79,3,7,3.95,1,0.27147766323024053,1.0953559849298296,Dart
101,11,10,5.05,1,0.6688741721854304,0.8958054919630336,Java
56,10,5,2.8,1,0.19243986254295534,0.8485424308307454,PHP
61,0,6,3.05,2,0.6559139784946236,0.9416091819316972,Python
159,2,15,7.95,1,0.6186770428015564,0.1,Java
162,4,16,8.1,1,1.4210526315789473,1.046589767196679,Java
12,0,1,0.6,1,0.21818181818181817,0.1,Shell
150,0,15,7.5,1,0.4658385093167702,0.3724924153468337,Go
260,15,26,13.0,2,1.0038610038610039,1.633759872682123,Java
203,2,20,10.15,2,5.075,2.2748803854501025,JavaScript
124,0,12,6.2,3,1.0598290598290598,0.1,JavaScript
70,1,7,3.5,1,0.8045977011494253,0.1,Java
307,2,30,15.35,6,2.192857142857143,2.4571702087718683,TypeScript
852,2,85,42.6,4,2.3601108033241,5.5794295342059215,Python
22,0,2,1.1,1,0.3283582089552239,0.1,Swift
1016,3,101,50.8,4,4.660550458715596,5.941784027297224,Scala
388,18,38,19.4,3,2.3950617283950617,1.9203784310522258,Python
819,4,81,40.95,2,2.268698060941828,4.3453845677018865,Go
1017,13,101,50.85,6,3.4591836734693877,5.177559162875305,Python
147,4,14,7.35,1,0.5268817204301075,2.063010103423331,C++
1475,3,147,73.75,7,4.8841059602649,8.187981120371429,JavaScript
159,9,15,7.95,1,0.4746268656716418,0.4626118310548821,Rust
23,7,2,1.15,1,0.19166666666666668,0.1,C#
218,2,21,10.9,1,0.7218543046357616,1.6681736542181818,Ruby
432,3,43,21.6,6,2.2268041237113403,3.094001036811841,Python
31,10,3,1.55,1,0.09967845659163987,0.9933883850068391,C
2082,1,208,104.1,11,7.682656826568266,11.068912895166466,JavaScript
20,1,2,1.0,2,0.5714285714285714,0.1,Python
994,4,99,49.7,3,5.150259067357513,4.901171896305332,Go
1893,3,189,94.65,8,5.243767313019391,10.36606601277703,TypeScript
334,2,33,16.7,2,5.566666666666666,1.8663525860266719,Swift
111,0,11,5.55,2,0.6379310344827587,0.1,PHP
230,8,23,11.5,4,0.7641196013289037,0.6918598173565842,Dart
275,14,27,13.75,1,1.07421875,1.2571289745538574,JavaScript
1208,2,120,60.4,6,6.291666666666667,6.492915992166123,Java
855,7,85,42.75,5,4.296482412060302,4.663573277131034,JavaScript
150,1,15,7.5,1,1.3888888888888888,0.6709852662425018,Shell
546,13,54,27.3,3,4.014705882352941,3.643313013076187,Python
700,2,70,35.0,2,9.58904109589041,4.973132988761619,Python
111,0,11,5.55,1,0.39501779359430605,0.1,TypeScript
1718,3,171,85.9,11,5.745819397993311,9.146056201877519,R
30,3,3,1.5,1,0.11406844106463879,0.43082647326297585,Scala
14,8,1,0.7,1,0.04142011834319527,0.1,C#
1113,10,111,55.65,3,8.124087591240876,6.620215512746243,Scala
18,8,1,0.9,1,0.14754098360655737,0.47912531423085947,Scala
65,1,6,3.25,1,0.6190476190476191,0.1,Java
145,8,14,7.25,3,0.6041666666666666,1.5111170261177014,JavaScript
174,8,17,8.7,2,1.45,1.6919726908967907,Ruby
1498,2,149,74.9,5,22.696969696969695,7.952583294113154,C++
218,3,21,10.9,1,1.260115606936416,1.3981712128578532,TypeScript
20,1,2,1.0,1,0.3333333333333333,0.18567489268548998,Python
62,4,6,3.1,3,0.7380952380952381,0.639637325019148,C#
674,6,67,33.7,4,12.716981132075471,4.5110489146709,JavaScript
438,5,43,21.9,2,5.152941176470589,2.229951671412416,Shell
554,6,55,27.7,3,3.1123595505617976,3.469455622375761,JavaScript
164,0,16,8.2,2,0.7321428571428571,0.8206270021677298,Python
118,8,11,5.9,1,0.3746031746031746,0.2722228803112074,Swift
723,1,72,36.15,4,2.126470588235294,3.6562540528417813,Python
63,3,6,3.15,1,0.8513513513513513,1.4320971099917423,Python
508,2,50,25.4,5,1.3956043956043955,2.9761442057864307,Go
79,5,7,3.95,1,0.2687074829931973,0.19429561821068464,Kotlin
36,0,3,1.8,1,0.2748091603053435,0.5117136544823139,JavaScript
2047,4,204,102.35,12,6.437106918238993,11.255125335110266,JavaScript
65,0,6,3.25,1,0.3023255813953488,0.23735266692673457,Ruby
482,2,48,24.1,10,1.393063583815029,3.5480093965149146,Julia
224,0,22,11.2,1,1.635036496350365,1.5258485969508453,Java
857,22,85,42.85,4,4.683060109289618,4.743383002130982,Python
146,6,14,7.3,3,0.6347826086956522,0.8512373237314668,Python
275,1,27,13.75,1,0.8308157099697885,1.7908697464735344,JavaScript
350,2,35,17.5,1,1.4462809917355373,2.3363122353171826,C++
896,5,89,44.8,3,14.688524590163935,5.0104507799439535,Python
389,1,38,19.45,1,2.261627906976744,2.1962135149185698,Java
265,7,26,13.25,7,0.9566787003610109,1.6144227142190564,C++
90,5,9,4.5,1,2.6470588235294117,0.19691879369255394,Go
98,5,9,4.9,1,0.7153284671532847,1.109385147184661,JavaScript
43,5,4,2.15,1,0.15302491103202848,0.344966664521789,PHP
16,2,1,0.8,2,0.04819277108433735,0.814484894176998,C#
827,9,82,41.35,6,4.47027027027027,4.179043195382014,C#
118,3,11,5.9,4,0.5619047619047619,0.7077747706535873,Python
1534,5,153,76.7,7,5.788679245283019,8.760877589714402,Python
2630,1,263,131.5,8,10.233463035019454,14.349583250691042,C
500,8,50,25.0,3,9.615384615384615,2.30013125548588,TypeScript
112,7,11,5.6,4,1.8064516129032258,0.6778452047013632,JavaScript
282,0,28,14.1,3,12.818181818181818,2.050644768292822,Java
970,1,97,48.5,2,9.065420560747663,5.264964338516923,C++
324,6,32,16.2,4,1.7608695652173914,2.2432222127250365,Dart
570,6,57,28.5,3,3.202247191011236,2.4808685073882897,JavaScript
720,2,72,36.0,4,4.390243902439025,5.157509581509677,C
265,23,26,13.25,1,1.2268518518518519,2.395455426090045,Python
1319,4,131,65.95,5,4.548275862068966,8.30666878054046,Go
204,0,20,10.2,2,0.8127490039840638,0.8046224783203768,Rust
1389,0,138,69.45,6,5.987068965517241,8.324940926808932,Python
605,3,60,30.25,3,4.006622516556291,3.36234018640872,Python
1850,5,185,92.5,6,6.67870036101083,10.301139238572029,TypeScript
420,4,42,21.0,1,1.3461538461538463,2.582319437954216,Dart
91,1,9,4.55,1,0.48148148148148145,0.4273727816674626,Go
74,1,7,3.7,1,0.3915343915343915,0.30744311726456913,Shell
2035,5,203,101.75,4,17.695652173913043,11.359035610654205,PHP
560,7,56,28.0,11,3.3136094674556213,2.985704078434343,Java
763,2,76,38.15,5,2.879245283018868,3.9755034167368475,PHP
241,8,24,12.05,6,0.8253424657534246,1.1114210496242694,Python
170,1,17,8.5,5,0.4735376044568245,1.5844416884836017,Python
349,4,34,17.45,5,4.105882352941176,1.20648501991217,Swift
128,24,12,6.4,5,0.5470085470085471,2.2164532277155784,PHP
377,2,37,18.85,2,3.3660714285714284,2.3807548910066454,JavaScript
177,8,17,8.85,1,0.9567567567567568,0.7730689909990889,Go
31,4,3,1.55,1,0.11610486891385768,0.14905495388428008,Rust
935,3,93,46.75,3,4.516908212560386,5.215496191562251,Kotlin
166,2,16,8.3,1,2.0,0.3435453077769025,Rust
39,1,3,1.95,1,0.11538461538461539,0.1,TypeScript
200,2,20,10.0,2,1.092896174863388,1.3834073742870885,TypeScript
1546,0,154,77.3,5,4.379603399433428,7.77886680068412,TypeScript
34,1,3,1.7,1,0.13076923076923078,0.3029576784130643,Rust
3,2,0,0.15,1,0.17647058823529413,0.1,Kotlin
512,23,51,25.6,3,2.1880341880341883,3.1274746293344773,Java
34,3,3,1.7,1,0.38202247191011235,0.6041581594627456,JavaScript
19,1,1,0.95,1,0.38,0.1,JavaScript
66,3,6,3.3,1,0.2426470588235294,0.1,C#
1646,5,164,82.3,6,9.625730994152047,9.26277807310001,PHP
1495,8,149,74.75,6,5.282685512367491,8.670577441377882,Python
874,3,87,43.7,3,4.436548223350254,4.744636106096261,Python
88,0,8,4.4,1,1.353846153846154,0.1,Go
196,0,19,9.8,5,0.98989898989899,0.18470371060236002,Python
77,0,7,3.85,2,0.26013513513513514,0.8103131838380293,JavaScript
221,3,22,11.05,3,0.7673611111111112,1.2912864606850711,C
213,7,21,10.65,2,11.210526315789474,0.5163622114844713,Python
230,1,23,11.5,1,2.7058823529411766,1.6479467069131846,JavaScript
581,5,58,29.05,5,20.75,2.8618759873881574,Python
91,0,9,4.55,1,0.4312796208530806,1.0876891658694485,Python
592,3,59,29.6,8,7.4,4.111521344261916,Python
47,2,4,2.35,3,1.6206896551724137,0.19542394184218143,Python
29,1,2,1.45,1,0.6304347826086957,0.6170752500824364,Python
725,4,72,36.25,7,13.181818181818182,4.408325970925452,Python
333,4,33,16.65,3,1.210909090909091,2.423861679969291,Go
228,0,22,11.4,2,14.25,1.9003573946022727,C++
98,11,9,4.9,2,0.2737430167597765,0.6176276838400407,TypeScript
101,9,10,5.05,1,0.6474358974358975,0.23379777158211418,JavaScript
835,0,83,41.75,4,5.030120481927711,5.217664584175846,Java
91,2,9,4.55,1,1.2465753424657535,0.47524436735142933,Kotlin
65,3,6,3.25,1,0.22413793103448276,0.4489450807176746,Kotlin
126,4,12,6.3,1,0.6116504854368932,0.7269431081938982,Python
2300,3,230,115.0,5,8.88030888030888,12.716642186843265,JavaScript
141,2,14,7.05,1,5.423076923076923,1.6500301460818485,JavaScript
989,4,98,49.45,5,3.0337423312883436,5.335937682351663,JavaScript
199,2,19,9.95,1,18.09090909090909,0.8264061171351067,Go
881,19,88,44.05,8,2.524355300859599,5.239375056064873,TypeScript
246,0,24,12.3,5,2.2162162162162162,1.8958616885916943,Python
1716,2,171,85.8,7,15.052631578947368,9.485965770436309,Java
392,4,39,19.6,1,3.161290322580645,2.4668789076745425,Python
457,1,45,22.85,3,45.7,3.049752713567508,Swift
562,4,56,28.1,3,1.5524861878453038,3.5995702206421765,Python
1655,18,165,82.75,5,7.042553191489362,9.116574923412937,C
134,0,13,6.7,4,2.4814814814814814,0.5178525125582791,Python
392,2,39,19.6,2,2.8,2.3078565333497725,Swift
46,0,4,2.3,1,0.22549019607843138,0.23640275517281706,C
48,5,4,2.4,1,0.16326530612244897,0.1,Julia
157,2,15,7.85,1,0.6946902654867256,2.0449291545065122,PHP
21,8,2,1.05,1,0.27631578947368424,0.1170516571775453,Ruby
78,2,7,3.9,1,0.7358490566037735,0.24898955303626763,Rust
26,7,2,1.3,2,0.16993464052287582,0.1,Ruby
1374,0,137,68.7,3,4.214723926380368,7.777545464862644,Python
954,2,95,47.7,5,4.917525773195877,4.61285748903879,Java
195,1,19,9.75,1,0.6037151702786377,0.6251517308575739,Kotlin
29,16,2,1.45,1,0.12663755458515283,0.10109018931058877,Java
92,1,9,4.6,8,1.0574712643678161,0.5052033345922481,TypeScript
411,1,41,20.55,5,1.7639484978540771,2.1114911811228803,Rust
749,9,74,37.45,5,5.8515625,5.142218417411652,JavaScript
1219,6,121,60.95,7,3.99672131147541,6.900250554099418,Python
182,2,18,9.1,2,1.7169811320754718,0.820565064964035,Java
363,13,36,18.15,2,3.4571428571428573,2.73584770602087,TypeScript
207,4,20,10.35,3,0.6291793313069909,0.5946804873193239,JavaScript
72,4,7,3.6,1,0.6101694915254238,1.3826886797501112,TypeScript
17,2,1,0.85,1,0.05329153605015674,0.5845113331183559,TypeScript
283,7,28,14.15,1,1.7577639751552796,1.7778315804164961,JavaScript
87,9,8,4.35,1,0.8446601941747572,0.7336474829895621,TypeScript
1372,0,137,68.6,6,4.2875,7.669013141035735,C++
147,5,14,7.35,1,0.8909090909090909,1.176907820826972,Shell
294,7,29,14.7,3,3.340909090909091,1.739818313968125,C
97,10,9,4.85,2,0.2819767441860465,1.5100473265904264,Java
42,0,4,2.1,4,0.3652173913043478,1.33185713840043,JavaScript
639,3,63,31.95,2,1.8153409090909092,4.032391762170967,Go
28,0,2,1.4,1,0.12121212121212122,0.1,Swift
88,7,8,4.4,2,0.30662020905923343,0.4984561319814456,Rust
324,3,32,16.2,1,1.361344537815126,1.8469108358804855,PHP
33,1,3,1.65,4,0.10543130990415335,0.1,Go
48,5,4,2.4,1,0.22018348623853212,0.43310560349351696,Rust
846,3,84,42.3,8,6.458015267175573,4.729437352018175,JavaScript
170,0,17,8.5,2,0.5263157894736842,0.6162612749956313,C#
141,0,14,7.05,2,0.440625,1.3852373598306258,JavaScript
118,0,11,5.9,1,0.8027210884353742,0.9800520331058258,C++
202,1,20,10.1,4,7.481481481481482,1.9809226441166303,Kotlin
703,2,70,35.15,2,3.0301724137931036,3.7144031886590105,Python
1957,4,195,97.85,6,7.302238805970149,11.08517949607345,Rust
100,2,10,5.0,1,0.3058103975535168,0.9479479349270276,Python
319,9,31,15.95,8,0.9437869822485208,1.7513930758770024,C#
75,2,7,3.75,1,0.5172413793103449,0.1,Python
15,3,1,0.75,1,0.2112676056338028,0.1,Shell
129,9,12,6.45,3,0.5512820512820513,0.276233410403219,Python
75,2,7,3.75,1,2.027027027027027,0.9244336012800725,Dart
84,9,8,4.2,5,0.233983286908078,0.4430962505076864,Go
60,0,6,3.0,1,0.19736842105263158,0.49075014896003605,PHP
340,27,34,17.0,4,2.0118343195266273,3.2083054174482406,PHP
130,5,13,6.5,1,0.39156626506024095,0.7762608019695126,Shell
1369,7,136,68.45,6,4.720689655172414,8.650805912944236,JavaScript
15,48,1,0.75,1,0.14423076923076922,0.1,Go
92,2,9,4.6,1,0.2562674094707521,0.55428514640246,Python
58,5,5,2.9,1,0.24267782426778242,0.1,Rust
1252,2,125,62.6,8,4.145695364238411,7.092767784135875,Python
54,4,5,2.7,1,0.1641337386018237,0.1,Go
290,4,29,14.5,3,0.830945558739255,1.3905879088676418,Go
844,1,84,42.2,5,49.64705882352941,4.446502460955793,Java
33,3,3,1.65,1,0.12992125984251968,0.1,Java
114,2,11,5.7,4,0.3202247191011236,0.1,Ruby
985,6,98,49.25,11,5.472222222222222,6.309883476844603,PHP
1061,9,106,53.05,6,5.331658291457287,6.347926075593974,Java
371,0,37,18.55,2,8.065217391304348,2.026266117147917,Go
124,6,12,6.2,2,2.2142857142857144,0.9364692329007631,Shell
951,1,95,47.55,7,67.92857142857143,6.757066461008689,Python
248,10,24,12.4,1,22.545454545454547,1.5511888345106797,Python
523,0,52,26.15,6,52.3,3.5533825107640884,Python
1132,6,113,56.6,18,4.071942446043166,6.51829375462623,Rust
1430,11,143,71.5,4,9.285714285714286,7.091247144834183,TypeScript
1267,1,126,63.35,5,7.541666666666667,6.91371261180889,Ruby
66,5,6,3.3,5,0.38823529411764707,0.7910863730187165,C++
15,5,1,0.75,1,0.045317220543806644,0.6650296921922578,JavaScript
157,5,15,7.85,1,1.2764227642276422,0.7118143076931854,Scala
409,8,40,20.45,3,1.7553648068669527,2.356226164013076,Ruby
131,2,13,6.55,2,0.42810457516339867,1.8327302321313228,JavaScript
258,1,25,12.9,5,0.7392550143266475,1.5081861739366937,TypeScript
312,9,31,15.6,3,1.0097087378640777,1.8471960077422234,JavaScript
36,3,3,1.8,2,0.10650887573964497,0.1,Python
1274,4,127,63.7,13,22.75,7.35277576769709,Python
154,6,15,7.7,2,0.56,0.7825838668491939,Shell
787,0,78,39.35,4,3.2520661157024793,4.205496807116784,TypeScript
351,1,35,17.55,3,2.0526315789473686,1.8440762456897128,TypeScript
1343,8,134,67.15,7,27.408163265306122,7.83634068191535,C#
1469,4,146,73.45,7,4.4650455927051675,8.621839957809232,Go
37,0,3,1.85,1,0.10979228486646884,0.3831740149371563,Shell
316,0,31,15.8,3,0.8851540616246498,1.4146680261818352,PHP
35,1,3,1.75,1,0.3723404255319149,0.1,Java
1880,4,188,94.0,5,6.245847176079734,10.851235667075192,TypeScript
209,2,20,10.45,2,4.354166666666667,1.9572077985301486,Lua
21,4,2,1.05,1,0.07,0.48984081878877783,C#
1504,4,150,75.2,9,6.454935622317596,8.792985375448621,Dart
79,3,7,3.95,3,0.2801418439716312,0.6159610766618161,Python
315,17,31,15.75,4,5.7272727272727275,1.091661827670581,Kotlin
332,2,33,16.6,6,0.9940119760479041,2.8886437300910512,Rust
550,1,55,27.5,3,3.216374269005848,2.580517437310718,Python
202,0,20,10.1,1,1.0,0.8807338412409886,Go
505,0,50,25.25,4,3.7686567164179103,2.256755800074604,C++
108,7,10,5.4,3,0.574468085106383,1.2897772098193152,Python
630,11,63,31.5,10,1.920731707317073,2.9444455785427555,Java
562,8,56,28.1,5,4.9298245614035086,2.621552805583571,Swift
118,2,11,5.9,2,1.0350877192982457,1.6027197215570286,JavaScript
124,1,12,6.2,2,0.7848101265822784,1.357973404616939,Java
1005,1,100,50.25,4,5.843023255813954,5.529055296197068,Java
96,0,9,4.8,2,0.3037974683544304,0.5922512084551096,JavaScript
1083,8,108,54.15,7,9.669642857142858,5.34708540806561,C
210,4,21,10.5,4,0.6325301204819277,1.4641151053068604,PHP
796,10,79,39.8,5,2.235955056179775,4.679304190232459,Python
165,1,16,8.25,1,0.8967391304347826,0.698549764034543,R
1981,6,198,99.05,4,7.73828125,11.766040992869964,Kotlin
27,7,2,1.35,1,0.4426229508196721,0.1,JavaScript
51,2,5,2.55,1,0.2073170731707317,0.1,Swift
54,0,5,2.7,3,0.3776223776223776,0.1,Python
649,1,64,32.45,6,3.7953216374269005,4.01320619336963,R
695,17,69,34.75,4,2.2712418300653594,3.3004704148647033,C++
333,1,33,16.65,2,0.9380281690140845,2.043843162032288,Rust
111,4,11,5.55,2,0.36156351791530944,0.1,Python
250,8,25,12.5,1,13.88888888888889,0.9719448308157497,Scala
159,0,15,7.95,1,0.521311475409836,0.3151454974012916,Python
106,3,10,5.3,8,1.5142857142857142,0.5022310779478413,JavaScript
22,1,2,1.1,1,0.07665505226480836,0.252873104417061,Python
539,4,53,26.95,10,1.6186186186186187,3.3120192874423164,Ruby
51,0,5,2.55,1,0.5368421052631579,0.1,JavaScript
151,0,15,7.55,1,0.6138211382113821,0.6738313204235115,C
186,5,18,9.3,2,1.441860465116279,1.4964627471492422,Rust
156,1,15,7.8,1,0.5531914893617021,1.086012223384738,Python
838,11,83,41.9,3,4.929411764705883,5.185260132512771,Python
386,3,38,19.3,3,3.138211382113821,1.9151028870917108,Python
80,0,8,4.0,1,0.35874439461883406,0.175142634783589,Rust
366,5,36,18.3,1,3.66,2.4226068206035136,PHP
201,3,20,10.05,1,0.659016393442623,1.0217467812291203,JavaScript
65,13,6,3.25,1,0.5855855855855856,0.38924903538962263,Swift
460,1,46,23.0,2,4.0,1.8871709943815604,Python
257,4,25,12.85,3,2.447619047619048,1.424909687089707,PHP
892,3,89,44.6,4,2.4916201117318435,4.854544965476338,C
31,6,3,1.55,4,0.11313868613138686,0.1,Ruby
82,0,8,4.1,1,0.22969187675070027,0.23084116896100748,C++
70,5,7,3.5,2,0.4375,0.9560699467154925,Swift
455,37,45,22.75,4,1.3829787234042554,3.5823811212396475,Python
412,152,41,20.6,9,3.4049586776859506,4.3693161655470405,JavaScript
280,6,28,14.0,2,2.2764227642276422,1.4774561428957702,Python
1830,1,183,91.5,9,6.1,10.269909745670414,Java
189,2,18,9.45,2,4.846153846153846,1.1768200160320368,C#
